
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

070e1e40e3eca39702ee8476ab6b14fd,1,1
24e5bb81b7c04bff2b5e368e3102c546,1,1
ad5ef4bb8f767950495cfba14b6334cc,1,1
8ab156eec908357ca50f9a74a46382dc,1,1
d2365dcd7e17eff98406a83d8cad66e4,1,1
b1aeaa68721e917c37058f1498ac9aa8,1,1
0a9f26ae02f264f010c5a603b8f6acf1,1,1
5cbcdd5c7e801d02919afe17a22d1e4c,1,1
17ace2b7a21c0757f805324edf45a27e,1,1
a6a54baf97ca6636b13562c848f66d63,1,1
0fb89fb97fac01834a565e3f34a52093,1,1
fb52f59605b1533f8e175356d9c77760,1,1
ddf429470af59d9c774e755015d49a92,1,1
fb9db5b748014e0c53b44048b3f7362d,1,1
03dfc2d1aa208dd70ef5a4c25a912ba7,1,1
8cddff4bf65dfcadba81f3c31ac3b208,1,1
cca42e48836ecd245db38761c6cc0ede,1,1
4adc5a41eb7996c6f6903f9858524838,1,1
195ad743f1f4da07110b1b9a6c10c9f5,1,1
436e37bde90840ba161c18142eb88b97,1,1
50d5a3ca4fb976c1e7dd3dbc2d75ab5d,1,1
6c76a321470937fe33f903a94be7e047,1,1
5e55e0e235be927b683352c0dce5364d,1,1
3bb22f270a52cc9005c29bcb3f88a894,1,1
a1889a54179ea2c3b76e44094d95bcb6,1,1
136d6f84a21ae6f9e61578d4433ed4e9,1,1
f0ad968837de834bbc0b87976864b709,1,2
fc504fc8ecc45d02da8b4f019237acc1,1,2
3323cc4d7e2e57dc3d1c50bb976f95a6,1,2
51c5f205c9e5f104ae96e615793e3085,1,2
2cf7ada9c261883b7f6968783de18b4c,1,2
919372594623fb209cf8d873cccb9b19,1,2
d4e0aa6c356d3ed3e8064940719a3d3b,1,2
a5f89ec06d4b0047835df3144595a61c,1,2
26419b6b47540a902659058db6d066ee,1,2
395b1d3c5c78ad834b537557f0e6d3bf,1,2
d1e60738bfac986c4ed8e644fc9015d0,1,2
d10cc05d85d2d45c34f5e7d5d717668d,1,2
111bbd6984120462efc17c1f5b20c906,1,2
e1cb69b5b50152529f42a0c29a1ac1ec,1,2
a52ff521c079c553b3be63eafabd5cd0,1,2
f7661fff2872589f2de6e949829f14b5,1,2
67968d3466bcd9e30115147cd8fa15d6,1,2
d8019a10d67487810fc81fa0c6089c29,1,2
a6d3caaecbf12303a10a31ec6c41e6d4,1,2
f0d25099583f3fe4e7936d0d0ac792f6,1,2
2bfe840a6782c45bc651f3bd06a6f5f0,1,2
3ff323ab281b974d5d66e9e2b69c60d0,1,2
8e0f9cb580f31c9eed9aee97f6958d84,1,2
cff021439ffb494a3de62e1b07766a5e,1,2
4272733eecdf6e7616f79f5307e89f7b,1,2
334497707546a2a6b19c0db284418375,1,2
977bf8e7f96a10fd1ca79dfd99c123ff,1,3
3863179a05c6c20c8b4b22addd6be55d,1,3
e36b411215c0c9d477983b21c2c45e53,1,3
3f2b06357e4ff56a5c948564d7be2c95,1,3
7c22129afd49934aa4b60485268664b8,1,3
f728cf6e9a0223bb63d9bf40452936bd,1,3
ee2010c088ef69102219b0cab5c3a8bd,1,3
486d044bf50a28261dd368f73f4190f1,1,3
89720c9fddf6da383570d6dc0af8ab61,1,3
ea3ddf261bba2f71331d06b1daeb3805,1,3
97104ad94d8365e9f216a04079896a83,1,3
24b8ad246546456b53c641ceb9fed87c,1,3
38c7b637da1c2648eabe64eacccb2176,1,3
121c014e204c8a2b8beef82793704089,1,3
bd3e1268b7b5848a5332a85db95a76e0,1,3
393b971bc268f282f385663b4936bc68,1,3
7c28b0da0df609a2c5b8125745de3c1c,1,3
0c3aac6a7696b4a40c3d5512ec77740c,1,3
9a550dc5d36ce88258aaf346d8336231,1,3
5cd03ad6ebbe96fd6216b659ec055d68,1,3
6d9ad6058aa1e72abedc0820895d3ba6,1,3
7564ff69c45aab5268e22d36ab7585d0,1,3
672f1c341fbb20526faf04147462cbdb,1,3
1d65fbea80e86ce2f1322efebdabdfc6,1,3
6faef6ba1dd6d844e10e6f410f2c5142,1,3
ec0a7aa1e84c90a2887218876c287263,1,3
b5971d78d19728d965f686c3458443e0,1,4
2623e49a0f7eb075d937ca3721b7c7fc,1,4
1343824e8d50fd3507c8139bbef8bc47,1,4
dc509140d1f434e400ccf4d7047791cc,1,4
ae00702383d9d842b854f28c2865cb84,1,4
2fa4545c5ddd6f7950cafb8480896072,1,4
4ba99bbccc101e78b018461d1f267812,1,4
92cf6d5c8f6ed1b90f211c8f96f25233,1,4
880fdf94d4ead8b516314b821577dfef,1,4
bdae400df688cad28034c86aa8742598,1,4
8640855d19fab2a4582e305cd1ef2292,1,4
0f6cf5794d39d88a77873685a17c2659,1,4
a4804c5d45b0fc1010a62b40db26cf79,1,4
5055be47bee534763c6c8b62548e1748,1,4
700ff6c7065334261108175db607f441,1,4
3d975ce385376423a0d5717f445eea9d,1,4
d44c72db063af5ddad98fd003dead72d,1,4
4d3f6126f1fa32ce27e30756d6ad9284,1,4
b3a270706186f3fcead31f242beba943,1,4
0e79c7525c972e250d2fe985d42aa97d,1,4
8029f8ff9e224e27806a6f386734cf92,1,4
f83323533382903de3b78be533b967a8,1,4
f24cbc7a58a1aa0e3429fee2ad3c305f,1,4
c068dba1a9370eb01d0db34f84e2de9b,1,4
4bb210aea5fb7b6f79e0ba28bb81cbf8,1,4
925b8783453f49195e2bf0ce0f28832d,1,4
4d2df5c20fa9361a54240a386ef83fa3,1,5
fec773640580b27898632fdeff68088e,1,5
da6eb90be3db493a9e0a9214504c7469,1,5
f3c4489357706de4a4497efd4ee07e60,1,5
7fd5e5683690ed7233639aacd0eaee66,1,5
11d2887c324233992c75d8e90d68f52d,1,5
86d3d37918cdc4d2230432ef1413f78b,1,5
7fe95d04e32f5e433c9da065985a605d,1,5
fee67975150af79a6bb93e5a3083e201,1,5
656799a911b5bf2386051bd8f0a99452,1,5
feee7e729bb74b9c03b28310fd479ea9,1,5
767846493bc4d40049a0b375142bce82,1,5
68cbf36d52a5c0a2cc4416ad768ce05a,1,5
fde1886181894255c17c055fa8ffae79,1,5
64c953a6fae4154e70c6db9c5e01e091,1,5
bcd26415b70d9aa3cce4e1062ff5bf72,1,5
d88c1ae1c2e262fced748762b87f7228,1,5
8851ff4e855a9eeee64557ce3778b1b0,1,5
45f43cdc113cb2f8d431c844d485aacc,1,5
6d48be813c24b61bdfbb67b06a0c6e94,1,5
98b5e0e14ea46bd71e0e0de788b6f6e9,1,5
f62c5dee3c93c6affee6c086ba239c0a,1,5
a50386361dc470c7438b6327453de6ab,1,5
497d3b1d693eca8b0358c66ae9eb4461,1,5
ac75b32a3130cde8497cf66be80a6209,1,5
236a91ee40255b3dcadc1b65a5d91217,1,5
beafd2fa26b2c42e910669e0bc2c63fb,1,6
5db01a0c6cb4cc2b408e1a57f7703df9,1,6
ecaff57b20253186c144ecba08b2c71c,1,6
52fcfe1dc48355c011914b91714d24f5,1,6
fd8e182211e113a37d20fa9f04168bb7,1,6
d9907ae109c86ad7b860d07019e19b1e,1,6
ae834dcb73ec555a6f75f7cd992e95b8,1,6
b24c9115865a44e5e7f0fa89d58300de,1,6
00b14d141ef8a02f8f1068e0c1ac7885,1,6
8057d048d360ffad4b197e386d270b6d,1,6
aeedb9dfe48551e5c25e1e73cec7b0a5,1,6
84683c9c544653d3e75294f2ece0ef71,1,6
ea2cef97f85f12bc2180f14afe6f5b72,1,6
9b485fd362b9c53450b3df370ca4cce0,1,6
e8ced639e1f309d8b49035262308d929,1,6
289b81fdcd7a010a25db1ced285dcad3,1,6
7e962dbbb3afe4e51d7adce914a574f4,1,6
8003d7943865ac97bf6eec0f8cf55fd6,1,6
