
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

5de816d61056375d8244e02bf3e65c51,1,1
06c9a4a5633725d94a6bf7cca5a6f64c,1,1
c2a1db452f1bd4e8368414e287777afe,1,1
1f34c09b635f1f13178c9180f6ff6179,1,1
f4ef268e0b3f268d2e8c0a5588b2ec65,1,1
4739d9ba3f9bc4f93514cd969c991c74,1,2
acfb2263c9df44ea53d2dd0dcc38266b,1,2
d8b47cb1ec9bec66216ba7d98c1f0915,1,2
7d058894fb6cb32c1f8aa7d8796a6d60,1,2
1bc91c0577e6eb3ae4c325970ad1c58f,1,2
21635bd61cae1a142d7a26ba6a6020ba,1,3
3479405d552e884811fce4aacc537f01,1,3
2242b799fe1a4d24787ad2a7a3fe39f3,1,3
5a8e2cedbfdee71b649206f60aa4e2eb,1,3
1ee71447f3e5b8985af1a3742c03bac8,1,3
22faf0aa260172668c9d5eb27f88176d,1,4
1a2ea6c1e796f72664f52c3b2d8a4348,1,4
534ec98edf64ae42de6563808a6c24fc,1,4
8aaf674e8bd72cb878565d9538dcc67a,1,4
e194961a04b419ef006402e5083214e7,1,4
97322adc14e71f497fdc1fc717196c07,1,5
38c974144705c1a4f08e71e1e6937288,1,5
bed9b68a88c075b92a3b97fc1adbe615,1,5
6e2bb3372d4f9328bf5299cc5936e782,1,5
fe1f8414b30fd6229377e4a62bb1a8e3,1,5
4232297871333724f02d86a735ef15db,1,6
d73810383376e707eb4827989c2a0959,1,6
8540e210b6737c6614e699dbfe60fa9a,1,6
02cc660730808145e7245df4c8f0a6c7,1,6
675d530d59eb06f62cbbee28995c5dc1,1,6
89e38311d4936fddf46e0386eb47ed7c,1,7
fb41f07f0a66d5e6444d0bda8b4ca8f4,1,7
69fe23b047501e014d73974222ae2ff3,1,7
2886a83ea36b0aa74b084f9f760cf362,1,7
193dcd88769acafdb1189f74ae2c8732,1,7
f650e7222a8a3f6dd7b606e017ef52fc,1,8
08871f5ff5f58d3fcf42a99938acec28,1,8
d726830533ded40b51d8683fd4b1d807,1,8
fd3fa57fa514d3d8f9e90c724b07357c,1,8
9b3f8afe698e2827075a08087acb7868,1,8
bde9137e05f3a0e1991fad0bc6611641,1,9
3c99d857fe859b96bd289e8fcf747296,1,9
2fd66c494d39f150720bfecda2a42e2b,1,9
364811af5cc2d6aecb3c72f28b4c4c5e,1,9
7a558975880420f51779d04ecb758dd5,1,9
e955899ae6798d0e343da8cb4e6ca04e,1,10
c8f2463b00ec38ebed5e2a7eb2047396,1,10
089c8da7fecfe2607631be91d1942a9a,1,10
03ed772479441587cdc0677894b3ab73,1,10
742f0ca5c268976f99edaa6d4df2236f,1,10
