@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_float_cons NUMERIC
@ATTRIBUTE d_float_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_float_cons NUMERIC
@ATTRIBUTE d_ratio_float_vars NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_diff_globs NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@DATA
9a737b5186b82d59c93438efef29982c,1,3.5263699999999996,3.5263699999999996,1,0,0,0,8.287410000000001,8.287410000000001,0,0,1.23326,1.23326,-1.77636e-15,57367.6,57367.6,1680,1680,1,2,2,1,42873,0,0.911416,86614,151186,42873,17640,0,23520,0,0,868,23520,0.411448,0,0.5,0,0,0.0202458,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5880,0,0,0,3.2139900000000003,2,0.8231450000000001,0.65652,0,0.372276,0,0.960609,0.0,0.8112779999999999,0,67917.6,47040,7,2,1,2,2,0.28571399999999997,0,0,47040,0,1.0971899999999999,151186,94080,38720.7
6f166f491fe8364cd5f0565bcd718419,1,3.5214800000000004,3.5214800000000004,1,0,0,0,5.12666,5.12666,0,0,1.2444899999999999,1.2444899999999999,0.0,22148.9,22148.9,644,644,1,2,2,1,16455,0,0.912544,33260,57946,16455,6762,0,9016,0,0,350,9016,0.41093900000000005,0,0.5,0,0,0.0212701,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2254,0,0,0,3.21351,2,0.8231700000000001,0.656406,0,0.372215,0,0.9625729999999999,0.0,0.8112779999999999,0,26033.1,18032,7,2,1,2,2,0.28571399999999997,0,0,18032,0,1.09584,57946,36064,14843.4
ae7efad04429b09e42a354e7feec7e56,1,3.4372,3.4372,1,0,0,0,4.64191,4.64191,0,0,1.1772200000000002,1.1772200000000002,1.77636e-15,30627.6,30627.6,552,552,1,2,2,1,22960,0,0.924316,46241,78918,22960,9936,0,12420,0,0,321,12420,0.432753,0,0.5,0,0,0.0139808,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2484,0,0,0,3.17705,2,0.8518889999999999,0.7585810000000001,0,0.348353,0,1.00074,0.0,0.721928,0,34592.6,24840,9,2,1,2,2,0.22222199999999998,0,0,24840,0,1.08188,78918,49680,21160.9
3ca59c4aecce9235f21e3501ce846b08,1,3.57648,3.57648,1,0,0,0,9.53224,9.53224,0,0,1.28558,1.28558,0.0,55283.3,55283.3,2160,2160,1,2,2,1,41065,0,0.9053129999999999,83231,146868,41065,16200,0,22680,0,0,1101,22680,0.394497,0,0.5,0,0,0.026811200000000004,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,6480,0,0,0,3.2378299999999998,2,0.805003,0.6094689999999999,0,0.383292,0,1.12642,1.77636e-15,0.8631209999999999,0,66859.0,45360,7,2,1,2,2,0.28571399999999997,0,0,45360,0,1.10459,146868,90720,36514.9
36b77507f2dd0965489577de5a75a6bd,1,3.5759800000000004,3.5759800000000004,1,0,0,0,8.700660000000001,8.700660000000001,0,0,1.28682,1.28682,0.0,46106.5,46106.5,1800,1800,1,2,2,1,34225,0,0.905423,69371,122388,34225,13500,0,18900,0,0,921,18900,0.394449,0,0.5,0,0,0.026910200000000002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5400,0,0,0,3.23778,2,0.805006,0.609455,0,0.383286,0,1.12658,1.77636e-15,0.8631209999999999,0,55715.4,37800,7,2,1,2,2,0.28571399999999997,0,0,37800,0,1.10446,122388,75600,30429.2
34fb3444a4a9354a1c3a0b887c4bbbf0,1,3.52728,3.52728,1,0,0,0,9.89455,9.89455,0,0,1.2309299999999999,1.2309299999999999,0.0,81624.9,81624.9,2394,2394,1,2,2,1,61080,0,0.911207,123385,215446,61080,25137,0,33516,0,0,1225,33516,0.411542,0,0.5,0,0,0.020055700000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8379,0,0,0,3.21408,2,0.82314,0.6565409999999999,0,0.372287,0,0.960218,0.0,0.8112779999999999,0,96784.0,67032,7,2,1,2,2,0.28571399999999997,0,0,67032,0,1.09745,215446,134064,55176.7
0075a6c4c740c6a3ab847df289e8cd83,1,3.5246699999999995,3.5246699999999995,1,0,0,0,6.63657,6.63657,0,0,1.23736,1.23736,0.0,36908.2,36908.2,1078,1078,1,2,2,1,27522,0,0.911808,55611,97006,27522,11319,0,15092,0,0,567,15092,0.411271,0,0.5,0,0,0.0206017,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3773,0,0,0,3.21382,2,0.823154,0.6564800000000001,0,0.372255,0,0.961313,0.0,0.8112779999999999,0,43579.3,30184,7,2,1,2,2,0.28571399999999997,0,0,30184,0,1.0967200000000001,97006,60368,24846.1
3ce330824a9ff4fcf29360576c198d11,1,3.4097199999999996,3.4097199999999996,1,0,0,0,9.28598,9.28598,0,0,1.13863,1.13863,0.0,151366.0,151366.0,2250,2250,1,2,2,1,114813,0,0.927782,230806,391480,114813,50625,0,61875,0,0,1180,61875,0.440934,0,0.5,0,0,0.010277600000000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,11250,0,0,0,3.1634700000000002,2,0.8632120000000001,0.810385,0,0.337044,0,0.9320860000000001,0.0,0.684038,0,169699.0,123750,10,2,1,2,2,0.2,0,0,123750,0,1.07784,391480,247500,106822.0
2de5440922dc5f75189302c7c0b293ac,1,3.4731699999999996,3.4731699999999996,1,0,0,0,4.08966,4.08966,0,0,1.21316,1.21316,0.0,18684.3,18684.3,420,420,1,2,2,1,13902,0,0.919444,28050,48284,13902,5880,0,7560,0,0,246,7560,0.422961,0,0.5,0,0,0.0176953,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1680,0,0,0,3.19339,2,0.83868,0.706812,0,0.360208,0,1.07997,0.0,0.764205,0,21419.2,15120,8,2,1,2,2,0.25,0,0,15120,0,1.08761,48284,30240,12680.8
139c9fe926e0ba8182a176c4580aacc7,1,3.52731,3.52731,1,0,0,0,9.98103,9.98103,0,0,1.23084,1.23084,-1.77636e-15,83051.6,83051.6,2436,2436,1,2,2,1,62151,0,0.911198,125548,219226,62151,25578,0,34104,0,0,1246,34104,0.411546,0,0.5,0,0,0.0200479,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8526,0,0,0,3.21408,2,0.82314,0.656542,0,0.372288,0,0.960202,0.0,0.8112779999999999,0,98482.0,68208,7,2,1,2,2,0.28571399999999997,0,0,68208,0,1.09746,219226,136416,56144.7
