
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

8a6104bf4d124526b991fc118af2a88d,1,1
38c5009f06db3c1478b42ff79dc05349,1,1
481e48d949f2526dbd3eb8ad1862bb9f,1,1
b77b975c4e27c3b31ce3d06a7b58e3b9,1,1
d12bd2f17fed7290562cf1b9cc20d4b7,1,1
7a750df95c5d208f8191d18e80215bfb,1,1
6c88a480db5d705ab586b62aab8e0bd2,1,1
53cacb9dd266495878689734494871f4,1,1
0f9a72ce3a942f3fcbf13dc908acf42e,1,1
9ddc70f7fe4c9b983ab98e2d0b1aad60,1,1
cfe5b142921a7141c2a49ce0e8200078,1,1
c32640e6673f1cbb4a9825027aa05ac4,1,1
c2bb69e199f091bcc6695e70d3ae9ff4,1,1
2cb8bc347389d3f8c82cc276b5b3d28f,1,1
42ec244b1ebc4a3df7e1918ff7ef5edc,1,1
74b2d20b4846ac72e036a2ba0ec95a08,1,1
7f7aacbee7a9cebbb0350ff7899af421,1,1
628d992ebdae0b58674c9b791df95cd1,1,2
2d564da6edf09f0e5a9c4f2581a0e52b,1,2
70cc85ffdcf9aeb48fd3aa7d1a94f20f,1,2
8095737a455c8d196d087a3c44d617df,1,2
d8769168f9efa0e7667cf5a329beeab7,1,2
6e2d14253c079d3ea39ec53788034ea9,1,2
d183a86cfdc6fcff600dac3df7eb7fc0,1,2
9c17b79d6de3c06eca3880784306e191,1,2
a82b0ad4a2cea17a879b608d40c949b0,1,2
9f155e141230e6597b842428bc1fa768,1,2
13c3ece1a2a6edc49b040da328134263,1,2
78d8710648bff9fd9df8aecca6e61e52,1,2
3e890ba794bc3c3c14bbcef9a4a2da00,1,2
cc03691d0b6ede3511d3b2ac74802d89,1,2
52ce473a5d0fe8991b13951ba2c7529a,1,2
0fba052830c45ddcbe55a22c75817f1e,1,2
7a06d20c99fc51e9000fdce84a26dcbc,1,2
bff0c7a62aaf45f4b411d16e99c384b6,1,3
6500b0c37b2830c08986e554832d6aed,1,3
a1882829a2adf1b2d966ed4b9c6d5313,1,3
376c84a2f51ddd4fef9ae72aaf72620f,1,3
cf853a284289282033db2f02f9aed02d,1,3
95b64c99d22e836ee5ea312e5a538a4f,1,3
930b1848f987c5f7949fb42c2a65d091,1,3
7a334801cb1ca48039f175c1172123c2,1,3
1f7559a7dc3ff397efb2015abdcbc4f5,1,3
1fbbf384c0427d275f585d6140e13c22,1,3
dec6e64af731d8cfc9faa9d910e73566,1,3
d2ad59524178b068ffbd072e850ff134,1,3
6eb23e8808dcc9cf73ed019ac725bb8b,1,3
cddbdc1213c48aa5479ce0b970d65161,1,3
125dd5dbff9f105509075f33b07d71e0,1,3
df0fb622f838033f2f25c1b8e718a427,1,3
0346c4ee2e35dc6f00a498efe211ad57,1,3
fc5004f9f794fa9e76afbe7cfea38423,1,4
4f53d0295f4381a219bee8a6d10229ae,1,4
45d017aabf5d3c85131b8d3abfbfc320,1,4
b74b20c1f4caf6f47aff9fe05b5e6e46,1,4
43cee49b7cadc2cbfd58144b75f30ce0,1,4
eddce945df715d810e43dc35b6ae57eb,1,4
97b731e8cea893985dd808733653e972,1,4
750e0ed9680f29dbe03678e989450341,1,4
8dd578b92275367e5d2a706216ab3afb,1,4
2733a730c8c194f0c0a77e8f44a8786d,1,4
82839328f1bd8467bedf8e8d09e0a66e,1,4
3bf4c20b93a6332ed57652841e07856f,1,4
490ecc20add12490be1fd1ecd45b6c89,1,4
7454a1f1c8b2aff55383d3e10589db54,1,4
31fd46495d8730f92150630e006d0b6f,1,4
4fc792a39ad0d431ee65a153055a70ea,1,4
7f2badd703d8ea9192f1e293e06d9314,1,4
4eeaca50948902a3bcd7a0ecb5bea015,1,5
66540eaf11b86ce84ebf6a1f776009ca,1,5
6b94e30949defcb6933c012b8d000085,1,5
cd02595e72a74b730637ebeca9e68438,1,5
a792ca758fd8a760fc8492e177eadcd5,1,5
e648e785a7519570ab7e7063a91e2118,1,5
a2826a16db8d6d08025d98f66c9b63d1,1,5
fc4a86d4a1d20c2437590d271f4efd6c,1,5
cb71459fb0a78429e7c171a0a9198338,1,5
da21b0ac5eee05c6a5ea0a976fcc1f04,1,5
7092d264f4cc3324bdf01e75d8617fdb,1,5
4924b942b0e394114ed8bf22f04c751b,1,5
bef4ccfe27745dc0917a91c6130efd9b,1,5
bd4b9fae93f7f45448761e26b82c99cf,1,5
94d34c787ccbd75aa1d26093abeedce8,1,5
248020eaf5885c6b4145d63ee843e614,1,5
16d05d283162f5207f81f6312abe5f5c,1,5
f00c51bb7272a7a1a30885d41b82cea3,1,6
8cd8ddd0be03802f4c322678b6f88b58,1,6
ae529c1c11c8b1972783609b3abd0a46,1,6
52b4a3035e232b54ab6a6bd1722abde3,1,6
62e63feb46ba5695adbaa05963cdf8df,1,6
434c7776166712ac7bd6d113a9ad23a9,1,6
487282987b197d4ff7b611fc119723a7,1,6
f70e77dc502535f4e8695a2a4c424cb9,1,6
9476abb29ea2f6c446de7d5d60268856,1,6
305ad9e376548d86456cfc3506682ba2,1,6
64c5e52039e6af25410bce4f755735f3,1,6
1097d09a8c6a7ce32a6b28a44ec1e193,1,6
7f4cbcdade8fa84be453bd546e30d612,1,6
acf1685bc3970e1d84fd25653d9399b6,1,6
ef2c9230ee430d7bfe838aedc258205f,1,6
192628bf0bc1ac684b0f5f8293620fc1,1,6
a896ded9ae94c2dd8befbca85e8dfc50,1,6
49278a655fae935d84569c76b5bb532b,1,7
94d750e0e99ecacce36e9ed95ca3c431,1,7
ac4363749db7fec1fb1267ff332ed79a,1,7
57255997ca50cd5404e032bbdb2038ef,1,7
421b3adceec1d32bdcd9fc7c4bb0829a,1,7
616536bb64df66b5c78a980e81bb8f75,1,7
