
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

f8d0eb195954db46f0ef280bd1720ae5,1,1
dc85c0fdaa288911481b39919a0b9e1d,1,1
10731f9e8f0fd23b9b704dbac1183555,1,1
6a519f050633eadb7959d07d59137f3c,1,1
9c693a641da19e5fdaee3914e8be222c,1,1
b3adec954404eafdc8ff425bd6011553,1,2
d97f65c2649e4e707bf9c783ee9e5c4c,1,2
1edf557f34df5d0c553e4632b24cb0d3,1,2
e2f7352bdc3ebf132814e0bcc277c233,1,2
4974163beed777eb038a9cc229465590,1,2
8a6d5723fe45da7aadd7cbd9e105fd9a,1,3
7b87a4dedce14cdcbae9e9b8f4a9f91e,1,3
8d474e6edcbcf403dfdd33a2add123d9,1,3
74cde344735e098715ee60727a4f2273,1,3
5b1989fd67a1e8cfb5245c924b3e4da9,1,3
a310954ad65aae114b261ca5f96f1a0f,1,4
866aede99ace323cb1b545e2d0beb865,1,4
491b0a54b1672a02731f2b58c58c7280,1,4
80b01d9b15d6a135cd05b1f787ebcd19,1,4
23160bf62deb0582f5d3d97dfa7253af,1,4
cb6d5124e0f327b04fb2a9032c970025,1,5
d24f808264ee39c959ba47cc6afaf66c,1,5
e5c50ff145176c8733d45dea45061dab,1,5
22740af0bf889d1fee41e166e25fc1aa,1,5
9c3349f0edcebf63cd7a079a3507eca0,1,5
495a1a9af94d15663a72ae1c53d4f33c,1,6
a68a8221b3cf1503f661c3f0550f8242,1,6
522817dc318c4d250e152ca2d502db14,1,6
9bd90256e7597aab3460612fb2a50a0f,1,6
c423cf3b1e4921b4da834afef92c4de4,1,6
0da117899f6c80cf9d387a166dfbbd41,1,7
e7ff5a1dd393911270fda14482e38043,1,7
fe1b3ed3d1898abdcdec2ce00a54d286,1,7
4099e30dd963b0a4787f3b4388bf0d6d,1,7
1aa4894fd2f0e6d1a8cd59cefa4f9c74,1,7
d55a8097190dac59419044e48b7191dc,1,8
7474638298d4dbd8a498157a1ecca2c7,1,8
57b307c7ee7a2149041faf56a268c0f7,1,8
6002d8d3bf334b81633899a4a650b8d7,1,8
8daed4e4e14435ccb3eeb5998db34490,1,8
f7c9950bf1a777fac926a0b2b6a9a161,1,9
0b7c1fb03413e9c61d94a04b82c9c6bf,1,9
d95d594f17fc3d0fe08d152ef094a1e9,1,9
74c183867cfffc5ce13c31b6efad7510,1,9
ed3d1c037f08d2f6b900519f6ea44f93,1,9
0ddc726bf9b67381801bd37c3e61c121,1,10
85e6662ca27a07daaf28694bab571b34,1,10
77548a052a42281c87b4c3d6c1b69d0a,1,10
7693d0621897a08695cc01e256c109aa,1,10
f016aa1df174cc6436a8d2977ba0d952,1,10
