
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

fcbf8390845e39ed10745412eca257bd,1,1
ee4850b8bd52d2b886dce224755ddab8,1,1
7da0f09e59fd1d248970ae88a75912c8,1,1
78aeb98ed2566aaead5670b6a9dadb3d,1,1
08d49b98416dbb100bfa4234428efd51,1,1
6937eb46592d28a8b74d2ec4429ab008,1,2
f003f3d04aa0d6769dd38c6c82fd6273,1,2
4b92d932a0e2e5ffcd4fb71610ad10fd,1,2
c233626748eab01a56411b336d2afb3d,1,2
37af0b9f06a9513195cb223806ffb738,1,2
3f69a81f529dd135bb7c5540b82aef2d,1,3
12cd85de34d5d964f776f9941da86653,1,3
85f0e1f468133074506078d4663ed295,1,3
f81ee25223939655f15670ff26095385,1,3
e0a704780892324b3285fb92a35f9c7c,1,3
2a7d958c571bc1d192ec3f57ff997166,1,4
e99f3357ba88d028b0b6a71ba3e654f0,1,4
67e797dbfe7711e2b13dcb3ab55bcaf3,1,4
589f63cf645957ed94e6b25564602a7e,1,4
e7afe15b9590c1123451516c7a464bb6,1,4
105d34124fab57f00515544c0f2da489,1,5
2cad957abfd0cfe85a4724cf1c30284f,1,5
12bd279c3a93f3543671d028c9e2406a,1,5
a50b083538ea1cc420be003c26932859,1,5
6781ab9a96fb3bc36d91327e8fc3dbd9,1,5
75ee80336a6d6cf28fb239569e2889a2,1,6
90ab5cb6727534cfd4b50d51e110f2fe,1,6
914fec53f9953daaf607265952af66bf,1,6
9d4cfc69fbc664128a92acf38137396d,1,6
3cc0b62b438905d4419d667bcdc9854c,1,6
dedbd31150f3411a10b6d1e0dc248018,1,7
c0d8191fc9ff3a6c30596a328ec6da31,1,7
3f9f6fecc3e343dc171c8144e2502643,1,7
8810968153c337f6d5e495f331c1d84d,1,7
fdf9485598ea83ec38b516b9e8352381,1,7
0362f62a05a67ecd1d403264621bf28c,1,8
e3472757518fed8f4ee7b818f5d6b549,1,8
482563af24ef07e558ce739a25aa2dc1,1,8
c566f50a9fc59f8b82a803c252c742e2,1,8
1fb7821f596b4381a73b1556ac1f59f5,1,8
7ba2587394e896bb74f3fe9cab31ad6e,1,9
6d0100641f5f8fc5784cc890904ff4d5,1,9
1742ed29108381e911ebcb72def8c2ae,1,9
6921f5e105773734c046fd35fe5725af,1,9
f701319ad05cdd07082620e431ec5cc8,1,9
658526d77ec075ed1c6a89699e4fa2b1,1,10
207044a391f7f8acbcf093b9854deb41,1,10
32e428685960e9d1c472b0459945d668,1,10
fa464f8958d094809650834c5fd6211f,1,10
9effcb03709b17aeea55bedd6ad68cbd,1,10
