
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

d8dfd5a6766a8c770f3136ac4a80a312,1,1
ab1acee697c4312a646c49a8faebcfc5,1,1
0794070962be6ab192b5b9b8df351ca2,1,1
310a749b6d1f53ee361693e3347c5d2f,1,1
2fdbc4b14cd60bcd8dcc79209be8bfbd,1,1
960205a5524f33618203961dc42cf062,1,1
dc15acbc334e01a074795f55ae4ba8a0,1,1
127b318fc083e31a025667a78f5fcbd5,1,1
a57446d1bc91465a375b2d45894fdbae,1,1
7c8415d4bae11cdd884c6d3df39a3208,1,1
9f25e4c696bfc4e06711e025cbf42ffe,1,1
1c52424a2ddf63e3408bba77bed994b2,1,1
0aaea2ba2299bd54fba860e44ee80b1c,1,1
92ba453b0b2a350ba55e46f7a26fe01c,1,1
30c4403783a876eace90c55151f87447,1,1
97dc6d360c62888450c695fba2bf6511,1,2
c6b594422920ad15c6dfb5225919053b,1,2
9ba177a4ab3f8986a149405956a3892b,1,2
44a9b155551a87a2a4cd74ad1efa24f8,1,2
84d3ec23860b389ff0ba1eb93a88a8d1,1,2
74436a971ceaf1233932b8b17592c8bd,1,2
f3b31c9afb9cfb270117a39f2cb0b810,1,2
dcc088e4b86b8349286747969336eb1f,1,2
566b453fa25496499a404d327de35b0b,1,2
68104bfe8027e2164ec9c87cbeea238c,1,2
89017281209f1764c0024687374751f7,1,2
e3bda8ea023ede3ea7f4a536162698d2,1,2
7e956fdd710fb1728d9de78f19b9eb1b,1,2
022a9cff2d986158d24282cdfc666475,1,2
526ac55e1be3a885342d52128c02cb9a,1,2
5ae17109508f50ff08aa6b6945582167,1,3
2232469de1df49c1c37b3268cb20ef14,1,3
d5105c02a551c78392c16c0237c7b1b9,1,3
a0001e6dca202c557b23cb7acc18e150,1,3
f376e012d32dc5da90fc586c4fac82c2,1,3
493e33ae0c972e9b7bff380fe3b5d0e1,1,3
d6c601504a125e3085b3194df79f601c,1,3
