
@RELATION ALGORITHM_RUNS_2013-SAT-Competition

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC
@DATA

0ca251979aaa7d64ce267469c8cfa8e0,1,1
3140be83e40a9bcf08c5666e9f684b68,1,1
414f8112738d74fee4ce7c4bcb02b1f3,1,1
131603d9b2dfa4bae417ee70c79f9c2e,1,1
6a2694ede8170369d3d010fb32f2b12a,1,1
6b23ce8571dec935d7957e7f63a1f0ba,1,1
d7bb84e36d9a03a262f4462d6eb1d446,1,2
a7da9adfcc6327513d5ec99f9ed73910,1,2
5b2aae57b76bff5aa2fe8b5eaca32444,1,2
5ee9bf175f547533b8855f8058c4ef77,1,2
296be08029963dfc84a25c1ec5c52f0e,1,2
9618a6bcaecc76dd9fd088b3a9fea8bd,1,2
be4a9ad735e300850e0faa239c560239,1,3
f919b6fc0dda8d240de8c44242f01ced,1,3
07579a1d80d988e6343e60fa8ce059d1,1,3
5de0d32a6ad90d575988a13db07e5703,1,3
50dad323fc597d29a98f4dff7aa4a878,1,3
94dcdce1bb412bc8bd601b23d94b4680,1,3
8c1189467e9f591eb442ebad2a04bf44,1,4
bc318e0ce3cb6886a23a1b63dc752a99,1,4
1fb51cb17104a22b59061ae252aa9364,1,4
6eae871fa0462ea95d98827a7a0abf87,1,4
7c55f83a940e5c5a28b607388abf1aec,1,4
77ddc30b9768ffe16655c901bb7a6c05,1,4
90ed9aac3af0d9914541203070268b50,1,5
fb6897612659c1019136c4a2f2d7e368,1,5
c0706a6657057c611e7cc5eda0dd9a62,1,5
8842ab535612dac22ff5b5cc7da16f3c,1,5
cbaf6e7361b3861435c4fa32f36cf5b4,1,5
8c391f3863170d9b97edc48ea7458c6f,1,5
a44d20d1f4cae1157236e2719609f27d,1,6
582f528161cbb692618dbd4cc5f52509,1,6
1adb32e1c29664f83ea6eef267ba6714,1,6
cc8ac56d5ee57fc90e8cc8e8c151e411,1,6
2fd8405f246311f044bbc1ace50cb3e1,1,6
27860f79ba4a8ca38d5fab491b633f6c,1,6
36ca5dce9423be1237a943f1ec16d836,1,7
c433cc4f55b98b853f01be62f09fd146,1,7
6468deabf5adc30b991f7319440a1d28,1,7
efc11ebb179a39a0a833ad350408627a,1,7
914143fe2cf57b7b5265510186e846bc,1,7
a13d555fd9d5645fad31651266050c06,1,7
9deab317649d12d00a9d093ff7af8554,1,8
68cd3aa987840f15051819c7ae1c590c,1,8
7fa61f4124c07fab108b3e527ab232ed,1,8
0a413c68172af9256bef6fa3f03a51c8,1,8
c01ba7eb99d50406d90dd2d8a5891ed8,1,8
d3a403ea77354fdb2ba300ac5acb238c,1,8
e5943994eedf008b6479225c89abf98e,1,9
25986e833f6150b8892d2983f4b85ff3,1,9
9cb342ed502b4f2dc0c4f8a7c87b7a87,1,9
7a41a29e66b262b4e400bed1b3f7f6b9,1,9
c90071bd793bbfd870aa8a861d9f7845,1,9
308a5e7a510190b920b91789d7eb5ff6,1,9
